energy/keV,photon flux/(phs/s/keV/cm2)
22.4650,2.655248490703913
22.4750,2.648858892307166
22.4850,2.642494045137718
22.4950,2.636156168899026
22.5050,2.629842926790910
22.5150,2.623556279295444
22.5250,2.617294452007274
22.5350,2.611058487427398
22.5450,2.604847702702142
22.5550,2.598660681088387
22.5650,2.592499736471260
22.5750,2.586362344462859
22.5850,2.580250778900298
22.5950,2.574162524284318
22.6050,2.568099877024475
22.6150,2.562061886703180
22.6250,2.556046422667590
22.6350,2.550056049936405
22.6450,2.544088368918726
22.6550,2.538145591828985
22.6650,2.532225296530248
22.6750,2.526329624081046
22.6850,2.520456759502185
22.6950,2.514607697037332
22.7050,2.508781799606628
22.7150,2.502977265208476
22.7250,2.497197840705615
22.7350,2.491439507172762
22.7450,2.485704438544050
22.7550,2.479991816016920
22.7650,2.474302240635950
22.7750,2.468634959097150
22.7850,2.462989360590842
22.7950,2.457366394632778
22.8050,2.451764288062876
22.8150,2.446185154299823
22.8250,2.440626702282400
22.8350,2.435090974585843
22.8450,2.429575657243104
22.8550,2.424083347820366
22.8650,2.418611867232030
22.8750,2.413160452715012
22.8850,2.407731251511270
22.8950,2.402321907863659
22.9050,2.396934592172564
22.9150,2.391566925639868
22.9250,2.386221007992315
22.9350,2.380895134920439
22.9450,2.375590181505666
22.9550,2.370305642063229
22.9650,2.365040231295668
22.9750,2.359796091437275
22.9850,2.354570872261141
22.9950,2.349366708036756
23.0050,2.344181287905896
23.0150,2.339016675630087
23.0250,2.333871194366640
23.0350,2.328745679149515
23.0450,2.323639740777583
23.0550,2.318552058588732
23.0650,2.313484645392832
23.0750,2.308435343474554
23.0850,2.303406126551699
23.0950,2.298394844821984
23.1050,2.293403432946724
23.1150,2.288431233607228
23.1250,2.283476220550058
23.1350,2.278540848780401
23.1450,2.273622925539860
23.1550,2.268724428807850
23.1650,2.263843173612845
23.1750,2.258981192870252
23.1850,2.254136763311874
23.1950,2.249310767416707
23.2050,2.244502832279847
23.2150,2.239711715540315
23.2250,2.234939368577029
23.2350,2.230183664682441
23.2450,2.225446547712557
23.2550,2.220725961167602
23.2650,2.216023747545297
23.2750,2.211339218165113
23.2850,2.206670502870056
23.2950,2.202019996205449
23.3050,2.197385504140478
23.3150,2.192768975758609
23.3250,2.188168380985450
23.3350,2.183585567664011
23.3450,2.179018481903338
23.3550,2.174469058078133
23.3650,2.169936468122371
23.3750,2.165419077818757
23.3850,2.160919029626738
23.3950,2.156434288189820
23.4050,2.151966800973178
23.4150,2.147514446106239
23.4250,2.143079163831438
23.4350,2.138659364197945
23.4450,2.134255500334393
23.4550,2.129868303394897
23.4650,2.125495505973310
23.4750,2.121139405875340
23.4850,2.116797906712606
23.4950,2.112472892413362
23.5050,2.108162367665694
23.5150,2.103868178030042
23.5250,2.099589618794556
23.5350,2.095324991094953
23.5450,2.091076442832865
23.5550,2.086842027861351
23.5650,2.082623542895004
23.5750,2.078419048880988
23.5850,2.074230398145719
23.5950,2.070055533539334
23.6050,2.065896331741372
23.6150,2.061752072871443
23.6250,2.057621105333696
23.6350,2.053505592714497
23.6450,2.049403526670359
23.6550,2.045316782319675
23.6650,2.041243076662630
23.6750,2.037185138458415
23.6850,2.033140584124728
23.6950,2.029110361714560
23.7050,2.025094336394432
23.7150,2.021091308272935
23.7250,2.017103066120165
23.7350,2.013127710856546
23.7450,2.009167024528683
23.7550,2.005219083580456
23.7650,2.001285944973132
23.7750,1.997366103156117
23.7850,1.993458778978206
23.7950,1.989565784742753
23.8050,1.985685213793598
23.8150,1.981818840524468
23.8250,1.977964780631753
23.8350,1.974124770628825
23.8450,1.970296948534800
23.8550,1.966483044301629
23.8650,1.962682381154155
23.8750,1.958893475382215
23.8850,1.955118281824127
23.8950,1.951354970708393
23.9050,1.947605287000247
23.9150,1.943867344923240
23.9250,1.940142898626813
23.9350,1.936430550770393
23.9450,1.932730931943260
23.9550,1.929043652610361
23.9650,1.925368357758612
23.9750,1.921705784236337
23.9850,1.918054757425456
23.9950,1.914417087311081
24.0050,1.910790385417201
24.0150,1.907176643133928
24.0250,1.903574912782874
24.0350,1.899984487729826
24.0450,1.896406348642624
24.0550,1.892839671878491
24.0650,1.889285165877121
24.0750,1.885741982051885
24.0850,1.882211135503318
24.0950,1.878691017362379
24.1050,1.875183340540399
24.1150,1.871687390803644
24.1250,1.868201803077852
24.1350,1.864728484394522
24.1450,1.861265653819047
24.1550,1.857814977566855
24.1650,1.854374665279903
24.1750,1.850946423992659
24.1850,1.847528884854938
24.1950,1.844122643675374
24.2050,1.840727651786975
24.2150,1.837342784253209
24.2250,1.833969686001459
24.2350,1.830606619524252
24.2450,1.827255239370848
24.2550,1.823913798488739
24.2650,1.820583929785415
24.2750,1.817264928314297
24.2850,1.813955500652848
24.2950,1.810657521081108
24.3050,1.807369210744722
24.3150,1.804092234607895
24.3250,1.800824835468430
24.3350,1.797568672384183
24.3450,1.794321994134053
24.3550,1.791086657278907
24.3650,1.787861344720031
24.3750,1.784645418003138
24.3850,1.781440443307791
24.3950,1.778244762476048
24.4050,1.775059951514932
24.4150,1.771884123483499
24.4250,1.768719474392723
24.4350,1.765564128760914
24.4450,1.762418852007436
24.4550,1.759283624432072
24.4650,1.756157345903126
24.4750,1.753041650488516
24.4850,1.749934796822761
24.4950,1.746838413268301
24.5050,1.743750826815936
24.5150,1.740673613212446
24.5250,1.737606073469595
24.5350,1.734547060608675
24.5450,1.731498251415674
24.5550,1.728457846409356
24.5650,1.725427782718981
24.5750,1.722406391712399
24.5850,1.719394869612174
24.5950,1.716391772480164
24.6050,1.713398650799724
24.6150,1.710414849793470
24.6250,1.707439141424495
24.6350,1.704473318181773
24.6450,1.701515699864916
24.6550,1.698567838776621
24.6650,1.695628122876594
24.6750,1.692698083333508
24.6850,1.689776508408286
24.6950,1.686863911663765
24.7050,1.683960146852713
24.7150,1.681064636322045
24.7250,1.678178459563014
24.7350,1.675300164682703
24.7450,1.672431263822148
24.7550,1.669570138468049
24.7650,1.666718342311565
24.7750,1.663875203822317
24.7850,1.661039603180613
24.7950,1.658213203380932
24.8050,1.655394415136167
24.8150,1.652584747486622
24.8250,1.649782624359800
24.8350,1.646989541668608
24.8450,1.644203944354613
24.8550,1.641427323048278
24.8650,1.638659010639842
24.8750,1.635897899449676
24.8850,1.633145667788365
24.8950,1.630400742630163
24.9050,1.627664593675180
24.9150,1.624935676654588
24.9250,1.622215471708828
24.9350,1.619502943041972
24.9450,1.616798157686301
24.9550,1.614101610326093
24.9650,1.611412124397123
24.9750,1.608731174947341
24.9850,1.606057212577188
24.9950,1.603391722851452
25.0050,1.600733169382299
25.0150,1.598083001338249
25.0250,1.595440588446333
25.0350,1.592804875331192
25.0450,1.590177452169056
25.0550,1.587556803271315
25.0650,1.584944372957142
25.0750,1.582338674118116
25.0850,1.579741114751937
25.0950,1.577150212841423
25.1050,1.574567402663565
25.1150,1.571992018617685
25.1250,1.569423087240821
25.1350,1.566862144848392
25.1450,1.564307698589701
25.1550,1.561761185952567
25.1650,1.559221111280349
25.1750,1.556688766319305
25.1850,1.554163413741805
25.1950,1.551645019070987
25.2050,1.549134139885930
25.2150,1.546629443983462
25.2250,1.544132336016256
25.2350,1.541641689729842
25.2450,1.539158576368316
25.2550,1.536681647748388
25.2650,1.534212290989538
25.2750,1.531749782362859
25.2850,1.529293481233226
25.2950,1.526844548461895
25.3050,1.524401655903335
25.3150,1.521966202119970
25.3250,1.519536738657558
25.3350,1.517114643658675
25.3450,1.514698481321797
25.3550,1.512289640679320
25.3650,1.509887479414323
25.3750,1.507491062735042
25.3850,1.505101780401167
25.3950,1.502718498029086
25.4050,1.500342279952019
25.4150,1.497971816629987
25.4250,1.495608464963091
25.4350,1.493251259514452
25.4450,1.490900323222377
25.4550,1.488556066129848
25.4650,1.486217334311683
25.4750,1.483885770290528
25.4850,1.481559682085496
25.4950,1.479240527683996
25.5050,1.476926877917697
25.5150,1.474620100127300
25.5250,1.472319578885811
25.5350,1.470024406134827
25.5450,1.467736020576030
25.5550,1.465453043747224
25.5650,1.463176792460880
25.5750,1.460905892858918
25.5850,1.458641688509979
25.5950,1.456382778851218
25.6050,1.454130510758754
25.6150,1.451884263609669
25.6250,1.449643155354053
25.6350,1.447408612177792
25.6450,1.445179244897446
25.6550,1.442965283313008
25.6650,1.440766312744355
25.6750,1.438573510866503
25.6850,1.436385932128357
25.6950,1.434203974956878
25.7050,1.432027769606482
25.7150,1.429856408531438
25.7250,1.427691172793594
25.7350,1.425530724688453
25.7450,1.423376364358412
25.7550,1.421226750712398
25.7650,1.419083273393391
25.7750,1.416945071738215
25.7850,1.414811563258791
25.7950,1.412684029386801
25.8050,1.410561147863303
25.8150,1.408444195795626
25.8250,1.406331870942166
25.8350,1.404225438281093
25.8450,1.402123568635494
25.8550,1.400027553984215
25.8650,1.397936723502250
25.8750,1.395850488898043
25.8850,1.393769959744680
25.8950,1.391693919365127
25.9050,1.389623621713494
25.9150,1.387557768358198
25.9250,1.385497620758698
25.9350,1.383442274532820
25.9450,1.381391884096216
25.9550,1.379346820794186
25.9650,1.377306108399368
25.9750,1.375270997875806
25.9850,1.373240213499945
25.9950,1.371214990333610
26.0050,1.369194049044974
26.0150,1.367178640100355
26.0250,1.365168176357321
26.0350,1.363161871460059
26.0450,1.361160965768093
26.0550,1.359164397704785
26.0650,1.357173188402431
26.0750,1.355186147457167
26.0850,1.353204495291946
26.0950,1.351226967415983
26.1050,1.349254870133843
26.1150,1.347287351943073
26.1250,1.345324046516948
26.1350,1.343365976379240
26.1450,1.341411945977940
26.1550,1.339463185007454
26.1650,1.337518431592897
26.1750,1.335578907498097
26.1850,1.333643677053167
26.1950,1.331713081550077
26.2050,1.329787296013817
26.2150,1.327865441683432
26.2250,1.325948722522918
26.2350,1.324035843870023
26.2450,1.322128197375805
26.2550,1.320224359401843
26.2650,1.318325588581565
26.2750,1.316431319623697
26.2850,1.314540815196207
26.2950,1.312655331953081
26.3050,1.310773647848988
26.3150,1.308896933494454
26.3250,1.307023939503678
26.3350,1.305156000777896
26.3450,1.303291742794278
26.3550,1.301432402708146
26.3650,1.299577420276182
26.3750,1.297726070965595
26.3850,1.295879586146409
26.3950,1.294036765331594
26.4050,1.292198781296141
26.4150,1.290364429609021
26.4250,1.288534824465509
26.4350,1.286709278582624
26.4450,1.284887808372791
26.4550,1.283070796005892
26.4650,1.281257344846570
26.4750,1.279448567423102
26.4850,1.277643429205816
26.4950,1.275842925527911
26.5050,1.274045931799350
26.5150,1.272253599959126
26.5250,1.270465377472952
26.5350,1.268680578684074
26.5450,1.266900385129085
26.5550,1.265123634739140
26.5650,1.263351470132456
26.5750,1.261582713440190
26.5850,1.259818515311654
26.5950,1.258057996179526
26.6050,1.256301470170111
26.6150,1.254549112678389
26.6250,1.252800108389025
26.6350,1.251055583114373
26.6450,1.249314383748006
26.6550,1.247577585516041
26.6650,1.245844179805562
26.6750,1.244115148247396
26.6850,1.242389674646638
26.6950,1.240668069089562
26.7050,1.238950518608510
26.7150,1.237236204670592
26.7250,1.235526232858718
26.7350,1.233819478286942
26.7450,1.232117046862323
26.7550,1.230417801677974
26.7650,1.228722848979240
26.7750,1.227031667347242
26.7850,1.225343586412934
26.7950,1.223659757934894
26.8050,1.221979022713400
26.8150,1.220302591548768
26.8250,1.218629226679579
26.8350,1.216960061068850
26.8450,1.215294245487792
26.8550,1.213632098659234
26.8650,1.211973796752026
26.8750,1.210318534963025
26.8850,1.208667410127436
26.8950,1.207019271195393
26.9050,1.205375317129399
26.9150,1.203734326077380
26.9250,1.202097415315093
26.9350,1.200463755356595
26.9450,1.198833606320620
26.9550,1.197207269630209
26.9650,1.195583838883592
26.9750,1.193964430582932
26.9850,1.192347940659475
26.9950,1.190735446999290
27.0050,1.189125856805536
27.0150,1.187520232828881
27.0250,1.185918064081059
27.0350,1.184318731519165
27.0450,1.182723329973134
27.0550,1.181130777166031
27.0650,1.179542135224932
27.0750,1.177956319408462
27.0850,1.176374349375895
27.0950,1.174795527788278
27.1050,1.173220035731798
27.1150,1.171648087827402
27.1250,1.170078923348258
27.1350,1.168513577089474
27.1450,1.166950989802679
27.1550,1.165392204706562
27.1650,1.163836158073315
27.1750,1.162283885913149
27.1850,1.160734598588492
27.1950,1.159188575212750
27.2050,1.157645995481279
27.2150,1.156106107972379
27.2250,1.154569940509272
27.2350,1.153036442917787
27.2450,1.151506647590857
27.2550,1.149979497861102
27.2650,1.148456026792517
27.2750,1.146935732763262
27.2850,1.145418031357247
27.2950,1.143903970358136
27.3050,1.142392518855201
27.3150,1.140884684266499
27.3250,1.139379435010530
27.3350,1.137877783131231
27.3450,1.136378956725582
27.3550,1.134883226591350
27.3650,1.133390781758710
27.3750,1.131900874698977
27.3850,1.130414513429995
27.3950,1.128930677613052
27.4050,1.127450362334245
27.4150,1.125972556306114
27.4250,1.124498251473210
27.4350,1.123026684786581
27.4450,1.121558127462630
27.4550,1.120092765066228
27.4650,1.118629864706405
27.4750,1.117170414438078
27.4850,1.115713412066827
27.4950,1.114259840592427
27.5050,1.112808695083134
27.5150,1.111360963273532
27.5250,1.109916161682343
27.5350,1.108473739525470
27.5450,1.107034699484628
27.5550,1.105598042443358
27.5650,1.104164748469066
27.5750,1.102733798065529
27.5850,1.101306246478209
27.5950,1.099881265325613
27.6050,1.098459117805854
27.6150,1.097040065604048
27.6250,1.095623316219796
27.6350,1.094209862576295
27.6450,1.092798723269196
27.6550,1.091390833458559
27.6650,1.089985294954856
27.6750,1.088582961699106
27.6850,1.087183201393766
27.6950,1.085786197638012
27.7050,1.084392157966772
27.7150,1.083000376370684
27.7250,1.081611781490338
27.7350,1.080225481754944
27.7450,1.078842348093108
27.7550,1.077461443026531
27.7650,1.076083714720387
27.7750,1.074708698841955
27.7850,1.073335840143406
27.7950,1.071966178220813
27.8050,1.070598683266721
27.8150,1.069234319603770
27.8250,1.067872132725432
27.8350,1.066513037114939
27.8450,1.065156404664891
27.8550,1.063802352568761
27.8650,1.062451153026429
27.8750,1.061102092349236
27.8850,1.059756105185575
27.8950,1.058412241375265
27.9050,1.057071432700296
27.9150,1.055732733849338
27.9250,1.054397071793197
27.9350,1.053063738286192
27.9450,1.051732986193999
27.9550,1.050404986783840
27.9650,1.049079065446967
27.9750,1.047756140106964
27.9850,1.046435277448095
27.9950,1.045117392575890
28.0050,1.043801560885703
28.0150,1.042488688808783
28.0250,1.041178330266052
28.0350,1.039869983327420
28.0450,1.038564573700394
28.0550,1.037261179932524
28.0650,1.035960709305289
28.0750,1.034662241217459
28.0850,1.033366678224226
28.0950,1.032073333039785
28.1050,1.030782445191331
28.1150,1.029494194161475
28.1250,1.028207914439359
28.1350,1.026924480187410
28.1450,1.025643045080243
28.1550,1.024364441433540
28.1650,1.023087782657996
28.1750,1.021813960924690
28.1850,1.020542296357846
28.1950,1.019273023498020
28.2050,1.018006323708863
28.2150,1.016741519263252
28.2250,1.015479548367988
28.2350,1.014219447963653
28.2450,1.012962164324169
28.2550,1.011706735147765
28.2650,1.010454111852096
28.2750,1.009203808075536
28.2850,1.007955357744907
28.2950,1.006709654499387
28.3050,1.005465812200010
28.3150,1.004224702275994
28.3250,1.002985440288448
28.3350,1.001748898933871
28.3450,1.000514410688643
28.3550,0.9992822087398102
28.3650,0.9980524672705081
28.3750,0.9968245462074278
28.3850,0.9955993077691749
28.3950,0.9943758601879553
28.4050,0.9931551158742334
28.4150,0.9919361524479788
28.4250,0.9907198435407919
28.4350,0.9895055354542238
28.4450,0.9882934545705616
28.4550,0.9870837770902352
28.4650,0.9858758678984856
28.4750,0.9846705804799192
28.4850,0.9834670514616080
28.4950,0.9822661288282893
28.5050,0.9810669381071297
28.5150,0.9798703736162468
28.5250,0.9786759695138958
28.5350,0.9774832820799458
28.5450,0.9762931666139967
28.5550,0.9751047736527940
28.5650,0.9739189403176325
28.5750,0.9727348167677562
28.5850,0.9715532424894473
28.5950,0.9703735773494045
28.6050,0.9691960417251871
28.6150,0.9680208087836075
28.6250,0.9668472607715226
28.6350,0.9656762269947504
28.6450,0.9645068694171340
28.6550,0.9633400128972368
28.6650,0.9621748209347318
28.6750,0.9610121188391298
28.6850,0.9598512779404106
28.6950,0.9586925002078437
28.7050,0.9575360010445961
28.7150,0.9563811261854833
28.7250,0.9552287094410133
28.7350,0.9540779220577095
28.7450,0.9529295826838927
28.7550,0.9517828474377495
28.7650,0.9506385755493845
28.7750,0.9494963072515427
28.7850,0.9483556566064687
28.7950,0.9472173960851299
28.8050,0.9460807573704872
28.8150,0.9449465085584837
28.8250,0.9438138348822490
28.8350,0.9426835782960941
28.8450,0.9415550858358669
28.8550,0.9404285840032809
28.8650,0.9393042413897382
28.8750,0.9381814604852653
28.8850,0.9370610449888652
28.8950,0.9359421798046209
28.9050,0.9348256672294689
28.9150,0.9337106984792007
28.9250,0.9325980578346521
28.9350,0.9314871757681549
28.9450,0.9303782233397367
28.9550,0.9292713704314369
28.9650,0.9281660608646284
28.9750,0.9270630534739903
28.9850,0.9259615566080757
28.9950,0.9248623502278213
29.0050,0.9237646694881833
29.0150,0.9226692665945323
29.0250,0.9215757643853402
29.0350,0.9204837401264589
29.0450,0.9193939894752001
29.0550,0.9183057211841439
29.0650,0.9172197149098402
29.0750,0.9161351807583011
29.0850,0.9150528980386077
29.0950,0.9139722751972676
29.1050,0.9128935129290744
29.1150,0.9118167814504297
29.1250,0.9107415004984194
29.1350,0.9096684446388954
29.1450,0.9085968320703848
29.1550,0.9075274331291093
29.1650,0.9064594702625407
29.1750,0.9053937105633044
29.1850,0.9043295702592203
29.1950,0.9032672475217447
29.2050,0.9022069110402487
29.2150,0.9011479892546364
29.2250,0.9000912446068248
29.2350,0.8990359075054206
29.2450,0.8979827264213766
29.2550,0.8969309653092725
29.2650,0.8958813508547091
29.2750,0.8948335174224006
29.2850,0.8937870605451806
29.2950,0.8927427466035796
29.3050,0.8916998119112963
29.3150,0.8906589981501052
29.3250,0.8896195761290658
29.3350,0.8885822657725646
29.3450,0.8875465080763226
29.3550,0.8865124865584876
29.3650,0.8854803929327087
29.3750,0.8844496421748941
29.3850,0.8834209898089268
29.3950,0.8823936816211231
29.4050,0.8813684621613964
29.4150,0.8803445794078900
29.4250,0.8793227742778927
29.4350,0.8783024854255139
29.4450,0.8772839022676189
29.4550,0.8762671886997815
29.4650,0.8752517954374067
29.4750,0.8742384550836713
29.4850,0.8732264266483323
29.4950,0.8722164425512879
29.5050,0.8712077639588918
29.5150,0.8702011206708948
29.5250,0.8691961501141630
29.5350,0.8681924551853453
29.5450,0.8671907991695477
29.5550,0.8661904217009507
29.5650,0.8651920570627060
29.5750,0.8641949714638252
29.5850,0.8631998902380775
29.5950,0.8622062620324421
29.6050,0.8612142740247064
29.6150,0.8602240786125638
29.6250,0.8592351613460125
29.6350,0.8582482173958645
29.6450,0.8572625286762943
29.6550,0.8562788122357600
29.6650,0.8552963442616000
29.6750,0.8543158387532409
29.6850,0.8533367558674146
29.6950,0.8523592755852165
29.7050,0.8513835602358948
29.7150,0.8504090760277118
29.7250,0.8494365332810698
29.7350,0.8484652154590931
29.7450,0.8474958303476823
29.7550,0.8465276644499847
29.7650,0.8455614230246501
29.7750,0.8445967542640043
29.7850,0.8436332868928116
29.7950,0.8426717314372801
29.8050,0.8417113785460749
29.8150,0.8407529210801458
29.8250,0.8397956747032925
29.8350,0.8388403151072568
29.8450,0.8378863206761409
29.8550,0.8369338693337458
29.8650,0.8359831189363025
29.8750,0.8350335489428440
29.8850,0.8340858525329118
29.8950,0.8331393235964661
29.9050,0.8321946738585593
29.9150,0.8312511791685055
29.9250,0.8303095551367798
29.9350,0.8293692595686322
29.9450,0.8284304740466446
29.9550,0.8274933552125733
29.9650,0.8265573887883130
29.9750,0.8256232600384924
29.9850,0.8246902781727317
29.9950,0.8237591260096506
30.0050,0.8228291147315793
30.0150,0.8219009247180099
30.0250,0.8209742109279287
30.0350,0.8200486351649992
30.0450,0.8191248626738153
30.0550,0.8182022173603690
30.0650,0.8172813732919808
30.0750,0.8163616441005407
30.0850,0.8154437205053291
30.0950,0.8145270745800950
30.1050,0.8136118840670152
30.1150,0.8126983017947635
30.1250,0.8117858252261471
30.1350,0.8108751241603802
30.1450,0.8099655229062698
30.1550,0.8090576898490784
30.1650,0.8081509512154601
30.1750,0.8072459734944774
30.1850,0.8063424228641217
30.1950,0.8054399532255520
30.2050,0.8045392326362559
30.2150,0.8036395930657568
30.2250,0.8027416953139197
30.2350,0.8018448722668792
30.2450,0.8009497838291821
30.2550,0.8000557652636533
30.2650,0.7991634736304376
30.2750,0.7982725808642638
30.2850,0.7973827451265747
30.2950,0.7964946246012150
30.3050,0.7956075611970785
30.3150,0.7947222063585921
30.3250,0.7938379023927312
30.3350,0.7929553008555906
30.3450,0.7920739082643308
30.3550,0.7911938892374170
30.3650,0.7903153932987873
30.3750,0.7894379356075910
30.3850,0.7885621621604135
30.3950,0.7876874217397465
30.4050,0.7868143585205526
30.4150,0.7859423231210373
30.4250,0.7850719574119542
30.4350,0.7842029407895260
30.4450,0.7833349349139402
30.4550,0.7824685989899925
30.4650,0.7816032730411075
30.4750,0.7807395998053571
30.4850,0.7798769321199638
30.4950,0.7790159199743155
30.5050,0.7781559082347446
30.5150,0.7772975360587348
30.5250,0.7764404867044011
30.5350,0.7755844295768133
30.5450,0.7747300023866678
30.5550,0.7738765676910794
30.5650,0.7730247558065588
30.5750,0.7721739318089181
30.5850,0.7713247244934368
30.5950,0.7704766574358016
30.6050,0.7696298894651722
30.6150,0.7687845663106416
30.6250,0.7679402193384675
30.6350,0.7670974722231159
30.6450,0.7662556959959738
30.6550,0.7654155133203805
30.6650,0.7645762928297762
30.6750,0.7637386676716036
30.6850,0.7629023150469000
30.6950,0.7620669178108628
30.7050,0.7612330974698678
30.7150,0.7604002324029646
30.7250,0.7595689377483648
30.7350,0.7587385936217239
30.7450,0.7579098144213952
30.7550,0.7570819812603042
30.7650,0.7562557060916759
30.7750,0.7554306825155273
30.7850,0.7546065938698514
30.7950,0.7537840546848575
30.8050,0.7529624498849653
30.8150,0.7521423881475572
30.8250,0.7513232561069406
30.8350,0.7505056609936114
30.8450,0.7496891432069778
30.8550,0.7488738562644074
30.8650,0.7480599413534627
30.8750,0.7472469455741776
30.8850,0.7464354709763159
30.8950,0.7456249113548102
30.9050,0.7448158670882311
30.9150,0.7440077336551664
30.9250,0.7432011092797962
30.9350,0.7423956948921826
30.9450,0.7415911806249791
30.9550,0.7407881668595158
30.9650,0.7399860493469669
30.9750,0.7391854336619776
30.9850,0.7383857101302084
30.9950,0.7375874753470465
31.0050,0.7367901318074759
31.0150,0.7359942712889049
31.0250,0.7351995975098747
31.0350,0.7344058053216403
31.0450,0.7336134877188308
31.0550,0.7328220510718657
31.0650,0.7320320828379416
31.0750,0.7312429915145751
31.0850,0.7304553634271816
31.0950,0.7296687543780576
31.1050,0.7288833127942959
31.1150,0.7280991757860695
31.1250,0.7273159052608427
31.1350,0.7265340808275164
31.1450,0.7257531249846991
31.1550,0.7249736093840153
31.1650,0.7241949527593996
31.1750,0.7234177337221737
31.1850,0.7226416620560340
31.1950,0.7218664400999194
31.2050,0.7210926477480297
31.2150,0.7203197040766114
31.2250,0.7195481847082434
31.2350,0.7187775100689069
31.2450,0.7180082537149719
31.2550,0.7172398386390090
31.2650,0.7164728368254082
31.2750,0.7157069611778262
31.2850,0.7149419151753168
31.2950,0.7141782801880667
31.3050,0.7134154733788981
31.3150,0.7126540664923304
31.3250,0.7118934843725258
31.3350,0.7111343025884288
31.3450,0.7103760836249825
31.3550,0.7096189729852521
31.3650,0.7088631043998296
31.3750,0.7081080539355383
31.3850,0.7073543849891688
31.3950,0.7066015281027210
31.4050,0.7058500524712358
31.4150,0.7050993850495743
31.4250,0.7043500886135996
31.4350,0.7036018821037103
31.4450,0.7028544786604682
31.4550,0.7021084385298406
31.4650,0.7013632000876598
31.4750,0.7006193198624868
31.4850,0.6998762380028086
31.4950,0.6991345087915747
31.5050,0.6983935743892421
31.5150,0.6976539883049240
31.5250,0.6969154719604184
31.5350,0.6961777433991609
31.5450,0.6954413519234606
31.5550,0.6947057517903112
31.5650,0.6939714844516617
31.5750,0.6932379998029136
31.5850,0.6925058451399427
31.5950,0.6917746066097161
31.6050,0.6910444221026006
31.6150,0.6903154207016272
31.6250,0.6895871937279642
31.6350,0.6888602845308424
31.6450,0.6881341457897725
31.6550,0.6874093201150436
31.6650,0.6866852617910942
31.6750,0.6859625115941459
31.6850,0.6852407980677664
31.6950,0.6845198446260388
31.7050,0.6838001920534614
31.7150,0.6830812981972215
31.7250,0.6823637006754455
31.7350,0.6816468586785386
31.7450,0.6809313082520297
31.7550,0.6802165098024291
31.7650,0.6795029980519395
31.7750,0.6787905048610062
31.7850,0.6780787569386643
31.7950,0.6773682883146326
31.8050,0.6766585642476769
31.8150,0.6759501148894130
31.8250,0.6752424063310798
31.8350,0.6745359681510429
31.8450,0.6738304000339022
31.8550,0.6731258347702804
31.8650,0.6724223986959383
31.8750,0.6717196952335550
31.8850,0.6710182506546730
31.8950,0.6703175358208757
31.9050,0.6696180752246845
31.9150,0.6689193411498311
31.9250,0.6682218570478432
31.9350,0.6675253596985138
31.9450,0.6668295824033653
31.9550,0.6661350479779735
31.9650,0.6654412324851690
31.9750,0.6647486553888358
31.9850,0.6640567942797555
31.9950,0.6633661667414350
32.0050,0.6626762504212457
32.0150,0.6619875671381980
32.0250,0.6612998522089623
32.0350,0.6606128413622974
32.0450,0.6599270577679031
32.0550,0.6592419752219230
32.0650,0.6585581150296588
32.0750,0.6578749531055483
32.0850,0.6571930093839238
32.0950,0.6565117611595906
32.1050,0.6558317262670654
32.1150,0.6551526430351198
32.1250,0.6544742510396903
32.1350,0.6537970658296935
32.1450,0.6531205691086572
32.1550,0.6524452717701298
32.1650,0.6517706699603203
32.1750,0.6510972562325625
32.1850,0.6504247848884348
32.1950,0.6497529981383692
32.2050,0.6490823965404089
32.2150,0.6484124768211277
32.2250,0.6477437412544312
32.2350,0.6470756913380959
32.2450,0.6464088148102400
32.2550,0.6457426143908637
32.2650,0.6450775932319983
32.2750,0.6444134953651743
32.2850,0.6437500659112966
32.2950,0.6430878062785857
32.3050,0.6424262220398780
32.3150,0.6417657971494030
32.3250,0.6411060385090830
32.3350,0.6404474446466376
32.3450,0.6397895142551091
32.3550,0.6391327380726703
32.3650,0.6384768727943870
32.3750,0.6378216638403673
32.3850,0.6371676094009455
32.3950,0.6365142086507580
32.4050,0.6358619582347697
32.4150,0.6352103587594817
32.4250,0.6345599055731778
32.4350,0.6339103485127680
32.4450,0.6332614412812583
32.4550,0.6326136686119042
32.4650,0.6319665432889962
32.4750,0.6313205541375599
32.4850,0.6306752068030510
32.4950,0.6300309918841546
32.5050,0.6293874161946273
32.5150,0.6287449688108787
32.5250,0.6281034024996600
32.5350,0.6274624715526026
32.5450,0.6268226632594935
32.5550,0.6261834902086858
32.5650,0.6255454304777968
32.5750,0.6249080036756881
32.5850,0.6242716915056270
32.5950,0.6236360095925136
32.6050,0.6230014333690616
32.6150,0.6223677264338060
32.6250,0.6217346435023650
32.6350,0.6211026654598187
32.6450,0.6204713088922241
32.6550,0.6198410535577500
32.6650,0.6192114196221123
32.6750,0.6185828781426025
32.6850,0.6179551924896766
32.6950,0.6173281267924716
32.7050,0.6167021504927318
32.7150,0.6160767868816845
32.7250,0.6154525090550282
32.7350,0.6148288486362670
32.7450,0.6142062655118695
32.7550,0.6135842924222734
32.7650,0.6129634001271752
32.7750,0.6123433494931456
32.7850,0.6117239029829871
32.7950,0.6111055317232837
32.8050,0.6104877646901267
32.8150,0.6098710642759300
32.8250,0.6092549656932574
32.8350,0.6086399348268514
32.8450,0.6080255033437326
32.8550,0.6074121315190437
