energy/keV,photon flux/(phs/s/keV/cm2)
11.7150,505.9158980846773
11.7250,502.6676766574286
11.7350,499.4398846708680
11.7450,496.2326542851612
11.7550,493.0459526338744
11.7650,489.8798156763272
11.7750,486.7336243241656
11.7850,483.6075427258468
11.7950,480.5013778285612
11.8050,477.4150647468817
11.8150,474.3487354986407
11.8250,471.3017071067153
11.8350,468.2740795735742
11.8450,465.2658567162847
11.8550,462.2771566904968
11.8650,459.3071502782797
11.8750,456.3562211943668
11.8850,453.4243366275748
11.8950,450.5109556400408
11.9050,447.6161965731307
11.9150,444.7399030026290
11.9250,441.8820786472362
11.9350,439.0426817538469
11.9450,436.2212034128816
11.9550,433.4177710449774
11.9650,430.6324479931299
11.9750,427.8647893453115
11.9850,425.1147214866142
11.9950,422.3822801400140
12.0050,419.6672723377053
12.0150,416.9696696505446
12.0250,414.2895588077124
12.0350,411.6263026284234
12.0450,408.9801246898749
12.0550,406.3508320429436
12.0650,403.7386525267517
12.0750,401.1428720229476
12.0850,398.5637504338545
12.0950,396.0010990343775
12.1050,393.4551009488947
12.1150,390.9251829851720
12.1250,388.4113765047005
12.1350,385.9140012394197
12.1450,383.4322916742329
12.1550,380.9664951806320
12.1650,378.5164870804908
12.1750,376.0823348855662
12.1850,373.6636132087334
12.1950,371.2603575422334
12.2050,368.8724711120323
12.2150,366.5001134736092
12.2250,364.1427112688747
12.2350,361.8004160042530
12.2450,359.4731029131801
12.2550,357.1607432984889
12.2650,354.8633926383927
12.2750,352.5805416446166
12.2850,350.3123178547855
12.2950,348.0586245243299
12.3050,345.8195891972485
12.3150,343.5946704608041
12.3250,341.3840521407371
12.3350,339.1875452926434
12.3450,337.0051531657919
12.3550,334.8369635539965
12.3650,332.6824350330113
12.3750,330.5417592500989
12.3850,328.4147754070813
12.3950,326.3016789468170
12.4050,324.2018529141630
12.4150,322.1155568526332
12.4250,320.0426337264572
12.4350,317.9831715646625
12.4450,315.9367570241613
12.4550,313.9034215721186
12.4650,311.8833889232123
12.4750,309.8760854621503
12.4850,307.8816634423360
12.4950,305.9000298784308
12.5050,303.9313160228250
12.5150,301.9750654384915
12.5250,300.0313132736520
12.5350,298.1001230589077
12.5450,296.1812379199179
12.5550,294.2748815966374
12.5650,292.3806405908237
12.5750,290.4985072013486
12.5850,288.6284844776173
12.5950,286.7706395046517
12.6050,284.9245481322583
12.6150,283.0902774628484
12.6250,281.2678590105215
12.6350,279.4572602104561
12.6450,277.6581315712157
12.6550,275.8705937682832
12.6650,274.1066650644842
12.6750,272.4035317031482
12.6850,270.7112186938215
12.6950,269.0293124528255
12.7050,267.3579085963368
12.7150,265.6971027430331
12.7250,264.0465293085589
12.7350,262.4063091746405
12.7450,260.7763170790655
12.7550,259.1566680223823
12.7650,257.5470183706728
12.7750,255.9474190590866
12.7850,254.3578055195643
12.7950,252.7781612475908
12.8050,251.2083575983312
12.8150,249.6485575810738
12.8250,248.0983536285177
12.8350,246.5578446841128
12.8450,245.0271296498327
12.8550,243.5058170514243
12.8650,241.9940218267338
12.8750,240.4916954491083
12.8850,238.9988694960910
12.8950,237.5152743584713
12.9050,236.0409672518360
12.9150,234.5758868471176
12.9250,233.1200999381678
12.9350,231.6732793215595
12.9450,230.2355078264611
12.9550,228.8067209236414
12.9650,227.3870303102748
12.9750,225.9761022294869
12.9850,224.5739780617893
12.9950,223.1806444726052
13.0050,221.7961521700020
13.0150,220.4201901539099
13.0250,219.0528411875661
13.0350,217.6940407587613
13.0450,216.3437403777459
13.0550,215.0019235976035
13.0650,213.6685930174386
13.0750,212.3435018519596
13.0850,211.0267167958271
13.0950,209.7182884857874
13.1050,208.4179221407642
13.1150,207.1257004521023
13.1250,205.8415589258526
13.1350,204.5654651108093
13.1450,203.2974696050959
13.1550,202.0373097755533
13.1650,200.7850362338272
13.1750,199.5406034328915
13.1850,198.3040852308979
13.1950,197.0751797680018
13.2050,195.8539827695866
13.2150,194.6405258813827
13.2250,193.4345712742257
13.2350,192.2361608691372
13.2450,191.0452651150082
13.2550,189.8618223847236
13.2650,188.6859067012362
13.2750,187.5172481853023
13.2850,186.3558945159618
13.2950,185.2018292925207
13.3050,184.0550841772363
13.3150,182.9154372954830
13.3250,181.7828987087502
13.3350,180.6574868607296
13.3450,179.5392201610935
13.3550,178.4278524041057
13.3650,177.3234500729707
13.3750,176.2259487199369
13.3850,175.1354441028226
13.3950,174.0516662290818
13.4050,172.9746733769265
13.4150,171.9044518920805
13.4250,170.8410201280587
13.4350,169.7841480531797
13.4450,168.7339020940651
13.4550,167.6902498572290
13.4650,166.6531269100614
13.4750,165.6225996329415
13.4850,164.5984220673334
13.4950,163.5806766256956
13.5050,162.5693175254293
13.5150,161.5643712097579
13.5250,160.5656477241602
13.5350,159.5731947899983
13.5450,158.5869479875153
13.5550,157.6069710616027
13.5650,156.6330419655043
13.5750,155.6652192916520
13.5850,154.7034732491587
13.5950,153.7478380977856
13.6050,152.7981161570461
13.6150,151.8543416978053
13.6250,150.9164663330022
13.6350,149.9845057586177
13.6450,149.0584621613633
13.6550,148.1381379480778
13.6650,147.2235833774963
13.6750,146.3148326580050
13.6850,145.4117202887738
13.6950,144.5142564583416
13.7050,143.6224328424040
13.7150,142.7361850467484
13.7250,141.8556033197281
13.7350,140.9804421431637
13.7450,140.1107757555274
13.7550,139.2465582133347
13.7650,138.3878404254727
13.7750,137.5344322753623
13.7850,136.6863735111572
13.7950,135.8437279129678
13.8050,135.0062732825633
13.8150,134.1740766311451
13.8250,133.3471080152574
13.8350,132.5253190777606
13.8450,131.7087519327509
13.8550,130.8972493704252
13.8650,130.0908214740943
13.8750,129.2894759632978
13.8850,128.4931324467727
13.8950,127.7018890803986
13.9050,126.9155166417084
13.9150,126.1340652352032
13.9250,125.3575368769592
13.9350,124.5859507071784
13.9450,123.8191245171636
13.9550,123.0571140979423
13.9650,122.2998871296858
13.9750,121.5474856506803
13.9850,120.7997286229403
13.9950,120.0566821247854
14.0050,119.3183481265260
14.0150,118.5845776762084
14.0250,117.8554208146367
14.0350,117.1308452306300
14.0450,116.4108106040248
14.0550,115.6953589281280
14.0650,114.9843333150661
14.0750,114.2777757672929
14.0850,113.5756379592296
14.0950,112.8779939029257
14.1050,112.1846547281262
14.1150,111.4956624151074
14.1250,110.8110006837402
14.1350,110.1306933060127
14.1450,109.4545979916646
14.1550,108.7827502275596
14.1650,108.1151118647542
14.1750,107.4517328415650
14.1850,106.7924644528039
14.1950,106.1373246047234
14.2050,105.4862970262679
14.2150,104.8393574372974
14.2250,104.1965397293670
14.2350,103.5576952668405
14.2450,102.9228659599954
14.2550,102.2920856847764
14.2650,101.6652138568349
14.2750,101.0422683401570
14.2850,100.4232248622028
14.2950,99.80813124322906
14.3050,99.19684510927992
14.3150,98.58940216769747
14.3250,97.98577219547806
14.3350,97.38592291515407
14.3450,96.78985611601593
14.3550,96.19758352787410
14.3650,95.60897077487010
14.3750,95.02404966519283
14.3850,94.44281195708461
14.3950,93.86526742513763
14.4050,93.29130771145927
14.4150,92.72094259860363
14.4250,92.15416582604487
14.4350,91.59100524768579
14.4450,91.03132644778645
14.4550,90.47515323232943
14.4650,89.92248537769551
14.4750,89.37333261951837
14.4850,88.82758670167122
14.4950,88.28525736749822
14.5050,87.75921870750454
14.5150,87.24252980870919
14.5250,86.72894443965440
14.5350,86.21849442418539
14.5450,85.71115551573693
14.5550,85.20696144259962
14.5650,84.70579603720299
14.5750,84.20768502511338
14.5850,83.71261217366045
14.5950,83.22056313139826
14.6050,82.73154994211342
14.6150,82.24547815978524
14.6250,81.76237160633507
14.6350,81.28221405361758
14.6450,80.80502316807785
14.6550,80.33069891014917
14.6650,79.85926696367575
14.6750,79.39071294078775
14.6850,78.92505698988546
14.6950,78.46219661810302
14.7050,78.00215565440627
14.7150,77.54491787765943
14.7250,77.09050892867944
14.7350,76.63883687077714
14.7450,76.18991133136760
14.7550,75.74372589730920
14.7650,75.30030080866385
14.7750,74.85952953178479
14.7850,74.42145592788958
14.7950,73.98608380806071
14.8050,73.55333464573270
14.8150,73.12321271651241
14.8250,72.69571559743154
14.8350,72.27082707736122
14.8450,71.84852868908422
14.8550,71.42884077260234
14.8650,71.01166476543642
14.8750,70.59704053101169
14.8850,70.18497589277494
14.8950,69.77538828091437
14.9050,69.36829408444910
14.9150,68.96367882673923
14.9250,68.56156005291278
14.9350,68.16186206677145
14.9450,67.76459440971070
14.9550,67.36975289532384
14.9650,66.97730930738800
14.9750,66.58729719090961
14.9850,66.19962488186322
14.9950,65.81430590611049
15.0050,65.43134576084080
15.0150,65.05074893541844
15.0250,64.67243282117877
15.0350,64.29641726828140
15.0450,63.92269809704068
15.0550,63.55128478976674
15.0650,63.18210178495377
15.0750,62.81516658124934
15.0850,62.45046699166942
15.0950,62.08798044200710
15.1050,61.72773954854136
15.1150,61.36966166667301
15.1250,61.01375463773799
15.1350,60.66002229867719
15.1450,60.30847409665679
15.1550,59.95903055468585
15.1650,59.61171714625313
15.1750,59.26651927645975
15.1850,58.92344961476093
15.1950,58.58244150587655
15.2050,58.24350279665837
15.2150,57.90666136011417
15.2250,57.57183449580926
15.2350,57.23905094161279
15.2450,56.90828807929424
15.2550,56.57953929405469
15.2650,56.25282133688272
15.2750,55.92805951203814
15.2850,55.60527368696957
15.2950,55.28447972467868
15.3050,54.96560691041005
15.3150,54.64868005202364
15.3250,54.33367650150834
15.3350,54.02058809385490
15.3450,53.70940417623128
15.3550,53.40014158305613
15.3650,53.09273359565554
15.3750,52.78719207701983
15.3850,52.48350886528011
15.3950,52.18169732029193
15.4050,51.88169822485882
15.4150,51.58352093914398
15.4250,51.28715478182844
15.4350,50.99262066438884
15.4450,50.69984783440602
15.4550,50.40885216486200
15.4650,50.11965353443411
15.4750,49.83218517301869
15.4850,49.54646803605002
15.4950,49.26248341982502
15.5050,48.98024865093252
15.5150,48.69970861398427
15.5250,48.42086862546766
15.5350,48.14372854269367
15.5450,47.86826419297252
15.5550,47.59450089608833
15.5650,47.32237957429932
15.5750,47.05190552700059
15.5850,46.78310406390707
15.5950,46.51590812237409
15.6050,46.25033500696039
15.6150,45.98637656932457
15.6250,45.72401665148837
15.6350,45.46327914698927
15.6450,45.20409322337848
15.6550,44.94648799011693
15.6650,44.69044468593388
15.6750,44.43595655013490
15.6850,44.18303269121077
15.6950,43.93162229728091
15.7050,43.68173725039416
15.7150,43.43337341274717
15.7250,43.18653602282905
15.7350,42.94117815807435
15.7450,42.69730105666052
15.7550,42.45490594243855
15.7650,42.21400599313009
15.7750,41.97454636597099
15.7850,41.73653894720453
15.7950,41.49997159300987
15.8050,41.26486553701476
15.8150,41.03116190440429
15.8250,40.79887392326118
15.8350,40.56799878733069
15.8450,40.33853772143848
15.8550,40.11044787296446
15.8650,39.88374513729025
15.8750,39.65841537207048
15.8850,39.43445244564483
15.8950,39.21186354614932
15.9050,38.99060789058463
15.9150,38.77069066903742
15.9250,38.55210704530835
15.9350,38.33486632259556
15.9450,38.11892562073568
15.9550,37.90429082674292
15.9650,37.69095581281756
15.9750,37.47893375080242
15.9850,37.26817590698408
15.9950,37.05869545757678
16.0050,36.85048353756989
16.0150,36.64353148610363
16.0250,36.43783044249217
16.0350,36.23341633571069
16.0450,36.03016288879341
16.0550,35.82821416922844
16.0650,35.62745440285300
16.0750,35.42790403516601
16.0850,35.22956689744218
16.0950,35.03242941268519
16.1050,34.83651798280219
16.1150,34.64172235435993
16.1250,34.44814053937262
16.1350,34.25576241269481
16.1450,34.06451577062649
16.1550,33.87442496236832
16.1650,33.68548458126206
16.1750,33.49768821419135
16.1850,33.31102246451267
16.1950,33.12549165121953
16.2050,32.94111168531403
16.2150,32.75781437120071
16.2250,32.57562802147147
16.2350,32.39453535125971
16.2450,32.21454779484218
16.2550,32.03563807435490
16.2650,31.85784451049693
16.2750,31.68109490508063
16.2850,31.50537913932135
16.2950,31.33075918657627
16.3050,31.15722292632882
16.3150,30.98470850422606
16.3250,30.81322884530121
16.3350,30.64278915625736
16.3450,30.47340838893737
16.3550,30.30498863860411
16.3650,30.13761591200474
16.3750,29.97125406084493
16.3850,29.80592501111911
16.3950,29.64156658219125
16.4050,29.47819697081861
16.4150,29.31581324835076
16.4250,29.15441239765235
16.4350,28.99398149593958
16.4450,28.83452271517930
16.4550,28.67602193820137
16.4650,28.51850509917751
16.4750,28.36191425949418
16.4850,28.20626063466292
16.4950,28.05155105832899
16.5050,27.89777073106482
16.5150,27.74491978383276
16.5250,27.59298810717819
16.5350,27.44197159965851
16.5450,27.29186816274528
16.5550,27.14269171865948
16.5650,26.99439229064910
16.5750,26.84698125249760
16.5850,26.70045922721193
16.5950,26.55482358840098
16.6050,26.41005839841793
16.6150,26.26616957144415
16.6250,26.12314499908113
16.6350,25.98098058347468
16.6450,25.83969826024664
16.6550,25.69924199800366
16.6650,25.55962532683085
16.6750,25.42085668264810
16.6850,25.28291757192630
16.6950,25.14581003305895
16.7050,25.00952596551538
16.7150,24.87408530477852
16.7250,24.73943999398925
16.7350,24.60559566959951
16.7450,24.47256262046733
16.7550,24.34032647433733
16.7650,24.20888522892728
16.7750,24.07825681917919
16.7850,23.94836706315041
16.7950,23.81930398562519
16.8050,23.69099140276743
16.8150,23.56345330471980
16.8250,23.43667544854681
16.8350,23.31066393042482
16.8450,23.18542855429371
16.8550,23.06092321718014
16.8650,22.93714182636294
16.8750,22.81412835314118
16.8850,22.69185067230036
16.8950,22.57032872519159
16.9050,22.44951636925950
16.9150,22.32942353413133
16.9250,22.21005613360220
16.9350,22.09140108383336
16.9450,21.97345929831538
16.9550,21.85624371133752
16.9650,21.74347998173389
16.9750,21.63156240461463
16.9850,21.52029074973230
16.9950,21.40966878997113
17.0050,21.29968560152583
17.0150,21.19034391702161
17.0250,21.08163479528434
17.0350,20.97357512794844
17.0450,20.86612571601882
17.0550,20.75929570086696
17.0650,20.65308771870748
17.0750,20.54749298738439
17.0850,20.44251410496126
17.0950,20.33814032592328
17.1050,20.23437320914324
17.1150,20.13122587180952
17.1250,20.02865539823901
17.1350,19.92668031252782
17.1450,19.82529296989235
17.1550,19.72449683797939
17.1650,19.62428030525462
17.1750,19.52464680225498
17.1850,19.42558675810270
17.1950,19.32710356645167
17.2050,19.22920542591629
17.2150,19.13185251137580
17.2250,19.03506818706595
17.2350,18.93883796998017
17.2450,18.84316816637176
17.2550,18.74804833562263
17.2650,18.65347974151355
17.2750,18.55945580786861
17.2850,18.46599231357354
17.2950,18.37305295340386
17.3050,18.28064622545988
17.3150,18.18877730932328
17.3250,18.09743288927766
17.3350,18.00662011211191
17.3450,17.91632870220499
17.3550,17.82656176612262
17.3650,17.73732565007504
17.3750,17.64858568366202
17.3850,17.56036094154518
17.3950,17.47264123781549
17.4050,17.38542959215084
17.4150,17.29871685541970
17.4250,17.21250701418408
17.4350,17.12678995332544
17.4450,17.04156962522301
17.4550,16.95685445988810
17.4650,16.87260886593527
17.4750,16.78885076269500
17.4850,16.70557112360088
17.4950,16.62277381647517
17.5050,16.54044884801951
17.5150,16.45860005258695
17.5250,16.37722018825000
17.5350,16.29632092536357
17.5450,16.21587486803518
17.5550,16.13588684073347
17.5650,16.05636259756425
17.5750,15.97729026193600
17.5850,15.89867555518126
17.5950,15.82050763559418
17.6050,15.74280520849252
17.6150,15.66553478940921
17.6250,15.58870397913780
17.6350,15.51231641538551
17.6450,15.43636434341092
17.6550,15.36085036755269
17.6650,15.28576576470380
17.6750,15.21111410857332
17.6850,15.13688570749100
17.6950,15.06309812128871
17.7050,14.98972094460361
17.7150,14.91675985008206
17.7250,14.84421933377733
17.7350,14.77208978493749
17.7450,14.70037666964370
17.7550,14.62906940790000
17.7650,14.55817343472627
17.7750,14.48768081786389
17.7850,14.41760313159572
17.7950,14.34791488769443
17.8050,14.27862021658989
17.8150,14.20972547772622
17.8250,14.14121920043688
17.8350,14.07310771374169
17.8450,14.00538158070150
17.8550,13.93804409626878
17.8650,13.87110102983355
17.8750,13.80452714193425
17.8850,13.73833369268414
17.8950,13.67251532737738
17.9050,13.60707526613187
17.9150,13.54200217713353
17.9250,13.47730325596851
17.9350,13.41297120627430
17.9450,13.34901719927889
17.9550,13.28541603470262
17.9650,13.22217458287421
17.9750,13.15929495969901
17.9850,13.09676894264299
17.9950,13.03460162240794
18.0050,12.97278480619214
18.0150,12.91132055201883
18.0250,12.85021523394334
18.0350,12.78944529233418
18.0450,12.72902169723450
18.0550,12.66893835078154
18.0650,12.60919824086788
18.0750,12.54979377801749
18.0850,12.49072892312437
18.0950,12.43199611566603
18.1050,12.37359828715396
18.1150,12.31554089577748
18.1250,12.25779888933324
18.1350,12.20038667212984
18.1450,12.14329675528580
18.1550,12.08653250139210
18.1650,12.03008644993179
18.1750,11.97396193595321
18.1850,11.91815152713832
18.1950,11.86265903178901
18.2050,11.80748947229267
18.2150,11.75261936245340
18.2250,11.69806047998904
18.2350,11.64380796554414
18.2450,11.58986355710555
18.2550,11.53622092103482
18.2650,11.48288327039499
18.2750,11.42984473123236
18.2850,11.37711370155924
18.2950,11.32467153170591
18.3050,11.27252340263424
18.3150,11.22066945717310
18.3250,11.16910646094501
18.3350,11.11783503111648
18.3450,11.06684945703918
18.3550,11.01615283291609
18.3650,10.96574929097823
18.3750,10.91561845871186
18.3850,10.86577190220919
18.3950,10.81620197487847
18.4050,10.76691370875397
18.4150,10.71789748107009
18.4250,10.66916030077986
18.4350,10.62069357261410
18.4450,10.57250077558336
18.4550,10.52458610218156
18.4650,10.47692873884315
18.4750,10.42954163873170
18.4850,10.38241677211060
18.4950,10.33555805555456
18.5050,10.28895848629982
18.5150,10.24262245657856
18.5250,10.19654434151447
18.5350,10.15073095977541
18.5450,10.10516759027131
18.5550,10.05985565509569
18.5650,10.01479948465225
18.5750,9.969991664329982
18.5850,9.925437000681987
18.5950,9.881128104141002
18.6050,9.837067754362803
18.6150,9.793261749086149
18.6250,9.749688375650702
18.6350,9.706361391462998
18.6450,9.663272467665838
18.6550,9.620426326191982
18.6650,9.577815664006275
18.6750,9.535444678532482
18.6850,9.493306091143934
18.6950,9.451404576163768
18.7050,9.409742482941002
18.7150,9.368302659995729
18.7250,9.327094752667033
18.7350,9.286113545291176
18.7450,9.245362151520002
18.7550,9.204833877706294
18.7650,9.164532815501360
18.7750,9.124454072459633
18.7850,9.084603393778586
18.7950,9.044967989562444
18.8050,9.005550011719162
18.8150,8.966351491735860
18.8250,8.927367821198267
18.8350,8.888602510682354
18.8450,8.850048972551548
18.8550,8.811710194049862
18.8650,8.773589621990817
18.8750,8.735670700661084
18.8850,8.697963893056826
18.8950,8.660462168644418
18.9050,8.623169459758282
18.9150,8.586079760009065
18.9250,8.549196979475290
18.9350,8.512515134509576
18.9450,8.476037612421095
18.9550,8.439765909694181
18.9650,8.403686025447403
18.9750,8.367806821030840
18.9850,8.332122369094474
18.9950,8.296636002154095
19.0050,8.261342315796563
19.0150,8.226244620831501
19.0250,8.191338741369208
19.0350,8.156628853322317
19.0450,8.122105604655683
19.0550,8.087768857605894
19.0650,8.053622870516381
19.0750,8.019661314772772
19.0850,7.985887926791732
19.0950,7.952296900342255
19.1050,7.918891450031479
19.1150,7.885674663882225
19.1250,7.852631127753368
19.1350,7.819771033631906
19.1450,7.787087627849935
19.1550,7.754584322911747
19.1650,7.722256389024684
19.1750,7.690106967606345
19.1850,7.658130599117628
19.1950,7.626330404321783
19.2050,7.594708518646737
19.2150,7.563251078014903
19.2250,7.531967180066191
19.2350,7.500851417771047
19.2450,7.469906610433460
19.2550,7.439127872463062
19.2650,7.408518253220627
19.2750,7.378074278774694
19.2850,7.347799311154168
19.2950,7.317685438020794
19.3050,7.287732220082052
19.3150,7.257943407483909
19.3250,7.228313685907246
19.3350,7.198847035938590
19.3450,7.169537162277241
19.3550,7.140388025739838
19.3650,7.111401094389358
19.3750,7.082563588114054
19.3850,7.053884444649013
19.3950,7.025357669256293
19.4050,6.996986673160828
19.4150,6.968766733123598
19.4250,6.940701491290909
19.4350,6.912784742310253
19.4450,6.885020609672795
19.4550,6.857409855907371
19.4650,6.829941498067894
19.4750,6.802622885045135
19.4850,6.775449112100304
19.4950,6.748423003358162
19.5050,6.721539923821056
19.5150,6.694803179320695
19.5250,6.668209233490263
19.5350,6.641761139214145
19.5450,6.615452427897497
19.5550,6.589282345454883
19.5650,6.563254150839274
19.5750,6.537363025884824
19.5850,6.511612711605498
19.5950,6.485997407514211
19.6050,6.460521587104151
19.6150,6.435185339980373
19.6250,6.409978261036882
19.6350,6.384907800061886
19.6450,6.359968704138376
19.6550,6.335164900365493
19.6650,6.310490904104467
19.6750,6.285950123685087
19.6850,6.261538094239138
19.6950,6.237261209883169
19.7050,6.213109840220007
19.7150,6.189084385812078
19.7250,6.165188710719633
19.7350,6.141417895242443
19.7450,6.117775034689299
19.7550,6.094255227510561
19.7650,6.070862302269417
19.7750,6.047591896824168
19.7850,6.024448010296320
19.7950,6.001424369980223
19.8050,5.978519894772075
19.8150,5.955738870031523
19.8250,5.933075956334166
19.8350,5.910534420391395
19.8450,5.888109941769960
19.8550,5.865805519580627
19.8650,5.843621859392893
19.8750,5.821549671489704
19.8850,5.799595684009464
19.8950,5.777754869441637
19.9050,5.756030684729513
19.9150,5.734418870706526
19.9250,5.712922366714626
19.9350,5.691537918153131
19.9450,5.670268239182791
19.9550,5.649108275686723
19.9650,5.628057051701166
19.9750,5.607117714867819
19.9850,5.586286066152827
19.9950,5.565564986225932
20.0050,5.544950543348248
20.0150,5.524445351305136
20.0250,5.504046463622033
20.0350,5.483756826612653
20.0450,5.463570867554569
20.0550,5.443488168319460
20.0650,5.423511802296181
20.0750,5.403637646138534
20.0850,5.383868756971733
20.0950,5.364200277070068
20.1050,5.344639002158019
20.1150,5.325175983213395
20.1250,5.305812300288803
20.1350,5.286550970223256
20.1450,5.267387176348191
20.1550,5.248324670490229
20.1650,5.229359152890204
20.1750,5.210493107897536
20.1850,5.191723438138130
20.1950,5.173054059935115
20.2050,5.154478869001279
20.2150,5.135997295267538
20.2250,5.117613285645449
20.2350,5.099321845701841
20.2450,5.081126280954894
20.2550,5.063022739296358
20.2650,5.045014010091309
20.2750,5.027096799752299
20.2850,5.009274006301313
20.2950,4.991541135676707
20.3050,4.973897045555102
20.3150,4.956345362978874
20.3250,4.938881790170200
20.3350,4.921509438298003
20.3450,4.904223899946564
20.3550,4.887028771764225
20.3650,4.869923466146424
20.3750,4.852901528302040
20.3850,4.835968034202200
20.3950,4.819118740039673
20.4050,4.802357455230265
20.4150,4.785679575729465
20.4250,4.769524325127302
20.4350,4.753478481195714
20.4450,4.737513747984851
20.4550,4.721625602428393
20.4650,4.705813620126014
20.4750,4.690080432296231
20.4850,4.674422238570397
20.4950,4.658842531662438
20.5050,4.643336900295633
20.5150,4.627908697480265
20.5250,4.612554773400169
20.5350,4.597277480151579
20.5450,4.582073530457350
20.5550,4.566941673962733
20.5650,4.551885102484407
20.5750,4.536899831727768
20.5850,4.521988914064858
20.5950,4.507148630065162
20.6050,4.492381892729068
20.6150,4.477688584435316
20.6250,4.463062594258442
20.6350,4.448508941724870
20.6450,4.434024193758644
20.6550,4.419610727509912
20.6650,4.405265124188277
20.6750,4.390990623098296
20.6850,4.376783786180351
20.6950,4.362647063179315
20.7050,4.348577389914831
20.7150,4.334573602374922
20.7250,4.320638654955742
20.7350,4.306769053131619
20.7450,4.292967487266496
20.7550,4.279230226475503
20.7650,4.265560573274720
20.7750,4.251955512594867
20.7850,4.238417228868367
20.7950,4.224942517918114
20.8050,4.211530387921298
20.8150,4.198183857267847
20.8250,4.184899368529886
20.8350,4.171679676374763
20.8450,4.158521362175765
20.8550,4.145427042104590
20.8650,4.132396812281296
20.8750,4.119424899793172
20.8850,4.106516153801239
20.8950,4.093667189479713
20.9050,4.080880339635466
20.9150,4.068152483162196
20.9250,4.055486315241833
20.9350,4.042879403254084
20.9450,4.030333279999955
20.9550,4.017845717009159
20.9650,4.005415302807656
20.9750,3.993044950427664
20.9850,3.980731334814345
20.9950,3.968477230966772
21.0050,3.956278951450898
21.0150,3.944139508774934
21.0250,3.932056139417452
21.0350,3.920030987889842
21.0450,3.908061311144017
21.0550,3.896146117312886
21.0650,3.884288136843608
21.0750,3.872483852787258
21.0850,3.860736233322895
21.0950,3.849042149783623
21.1050,3.837403806869137
21.1150,3.825821008317037
21.1250,3.814289189920051
21.1350,3.802812415099150
21.1450,3.791387336597746
21.1550,3.780016879035047
21.1650,3.768697582575978
21.1750,3.757432109214299
21.1850,3.746218022533059
21.1950,3.735057192445864
21.2050,3.723947227351745
21.2150,3.712887211403325
21.2250,3.701879650935665
21.2350,3.690921129651579
21.2450,3.680014517269409
21.2550,3.669156534951451
21.2650,3.658350040381448
21.2750,3.647592388678004
21.2850,3.636885436512378
21.2950,3.626226904335268
21.3050,3.615615667419652
21.3150,3.605054428464380
21.3250,3.594540201519305
21.3350,3.584075176818516
21.3450,3.573656505598208
21.3550,3.563286741800846
21.3650,3.552965516853895
21.3750,3.542688531533380
21.3850,3.532459636409612
21.3950,3.522275762206372
21.4050,3.512139558855946
21.4150,3.502047968901742
21.4250,3.492003505548858
21.4350,3.482003658618656
21.4450,3.472050199369475
21.4550,3.462141263707074
21.4650,3.452275610577341
21.4750,3.442455912253352
21.4850,3.432678901869212
21.4950,3.422947365486717
21.5050,3.413258172958341
21.5150,3.403613848712484
21.5250,3.394012297375379
21.5350,3.384454651951038
21.5450,3.374939599229075
21.5550,3.365465561619090
21.5650,3.356035348402890
21.5750,3.346645806862735
21.5850,3.337299609998572
21.5950,3.327993678977685
21.6050,3.318730550572384
21.6150,3.309509741759093
21.6250,3.300327463949455
21.6350,3.291187301268927
21.6450,3.282086390644106
21.6550,3.273027241412550
21.6650,3.264006626135720
21.6750,3.255027418747882
21.6850,3.246087153611234
21.6950,3.237187442878509
21.7050,3.228326576587946
21.7150,3.219503419759361
21.7250,3.210720506457691
21.7350,3.201974772870861
21.7450,3.193268930105187
21.7550,3.184599862639487
21.7650,3.175970208354709
21.7750,3.167377663751907
21.7850,3.158823641516716
21.7950,3.150306795553406
21.8050,3.141825714604813
21.8150,3.133383010163089
21.8250,3.124975792076760
21.8350,3.116606473632215
21.8450,3.108272300471882
21.8550,3.099975675465724
21.8650,3.091715934175086
21.8750,3.083489731733114
21.8850,3.075300581913386
21.8950,3.067145443820762
21.9050,3.059026944822437
21.9150,3.050942179637921
21.9250,3.042893640233022
21.9350,3.034879086878180
21.9450,3.026899974602395
21.9550,3.018954874693819
21.9650,3.011042689368587
21.9750,3.003165822622981
21.9850,2.995321342793573
21.9950,2.987511768964611
22.0050,2.979734304862105
22.0150,2.971991396967574
22.0250,2.964280902928057
22.0350,2.956604078985108
22.0450,2.948959860964528
22.0550,2.941346810068179
22.0650,2.933767473089067
22.0750,2.926219151751410
22.0850,2.918704007513858
22.0950,2.911219414690970
22.1050,2.903767837829929
22.1150,2.896348552160540
22.1250,2.888958527348342
22.1350,2.881600964270072
22.1450,2.874273199477060
22.1550,2.866977548037888
22.1650,2.859711293768140
22.1750,2.852476929827992
22.1850,2.845272186152035
22.1950,2.838098425071268
22.2050,2.830954626107333
22.2150,2.823839472496156
22.2250,2.816755245741455
22.2350,2.809699388901906
22.2450,2.802674111413442
22.2550,2.795676991128210
22.2650,2.788710165459249
22.2750,2.781771647425574
22.2850,2.774862726363448
22.2950,2.767982371480417
22.3050,2.761129173308566
22.3150,2.754305621326191
22.3250,2.747509013846638
22.3350,2.740741768480452
22.3450,2.734001192970829
22.3550,2.727289507945078
22.3650,2.720606237407626
22.3750,2.713948474067768
22.3850,2.707319300883517
22.3950,2.700716111556348
22.4050,2.694141166373109
22.4150,2.687591868309724
22.4250,2.681070593719229
22.4350,2.674575287003393
22.4450,2.668107156936577
22.4550,2.661665280076690
